Pratham Filter Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J 106, Ansa Industrial Estate,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saki Vihar Road, Andheri ( East)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai - 400072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone - 02242046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,,Pratham Filter Industries,,,,,
"Codeline 4"" -5 Element",,,,,,,,,,,,,,,,,,,6.00 Nos,23972.33,143834.00,6.00 Nos,27416.67,164500.00,7.00 Nos,24683.00,172781.00,7.00 Nos,29500.00,206500.00,,,,,,,2.00 Nos,23202.00,46404.00,2.00 Nos,29000.00,58000.00,5.00 Nos,24683.00,123415.00,5.00 Nos,30300.00,151500.00,8.00 Nos,24532.46,196259.68,8.00 Nos,27340.96,218727.68,,,,,,,5.00 Nos,31947.00,159735.00,5.00 Nos,37500.00,187500.00,,,,,,
"Codeline 4"" -6 Element",6.00 Nos,28088.00,168528.00,6.00 Nos,31000.00,186000.00,,,,,,,2.00 Nos,31362.00,62724.00,2.00 Nos,31362.00,62724.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,30335.00,30335.00,,,,1.00 Nos,30055.00,30055.00,2.00 Nos,33852.50,67705.00,,,,,,
Codeline 80S000-2,,,,4.00 Nos,59000.00,236000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codeline 80S000-3,,,,10.00 Nos,63500.00,635000.00,6.00 Nos,43014.67,258088.00,6.00 Nos,46238.00,277428.00,3.00 Nos,38006.00,114018.00,3.00 Nos,41000.00,123000.00,,,,,,,,,,,,,,,,,,,1.00 Nos,39449.00,39449.00,1.00 Nos,51500.00,51500.00,,,,,,,3.00 Nos,38006.00,114018.00,3.00 Nos,48500.00,145500.00,10.00 Nos,54273.60,542736.00,10.00 Nos,60774.40,607744.00,,,,,,,4.00 Nos,47987.00,191948.00,4.00 Nos,60000.00,240000.00
Codeline 80S000-4,3.00 Nos,50033.00,150099.00,6.00 Nos,70000.00,420000.00,,,,3.00 Nos,50033.00,150099.00,,,,,,,12.00 Nos,59990.17,719882.00,12.00 Nos,65161.75,781941.00,,,,,,,,,,,,,,,,,,,3.00 Nos,47201.00,141603.00,3.00 Nos,57788.00,173364.00,9.00 Nos,68025.22,612227.00,1.00 Nos,37475.00,37475.00,2.00 Nos,54036.00,108072.00,10.00 Nos,79602.20,796022.00,,,,,,,3.00 Nos,50977.00,152931.00,3.00 Nos,59000.00,177000.00
Codeline 80S000-5,2.00 Nos,70405.00,140810.00,,,,8.00 Nos,49037.00,392296.00,10.00 Nos,54753.80,547538.00,,,,,,,1.00 Nos,66420.00,66420.00,,,,3.00 Nos,77450.00,232350.00,5.00 Nos,79758.60,398793.00,,,,,,,2.00 Nos,47332.00,94664.00,2.00 Nos,47332.00,94664.00,4.00 Nos,50353.00,201412.00,4.00 Nos,60411.75,241647.00,2.00 Nos,77450.00,154900.00,,,,,,,2.00 Nos,91500.00,183000.00,,,,,,,1.00 Nos,54381.00,54381.00,1.00 Nos,63810.00,63810.00
Codeline 80S000-6,,,,,,,6.00 Nos,49323.67,295942.00,6.00 Nos,49323.67,295942.00,,,,,,,30.00 Nos,76392.40,2291772.00,18.00 Nos,73993.67,1331886.00,,,,12.00 Nos,95000.00,1140000.00,,,,,,,36.00 Nos,54273.75,1953855.00,36.00 Nos,54273.75,1953855.00,,,,,,,29.00 Nos,46425.66,1346344.00,28.00 Nos,55700.00,1559600.00,,,,,,,1.00 Nos,57795.00,57795.00,2.00 Nos,68287.50,136575.00,13.00 Nos,72374.00,940862.00,13.00 Nos,79930.77,1039100.00
Codeline 80S000-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,70960.00,141920.00,2.00 Nos,83250.00,166500.00,,,,,,
"CORE 10""",2975.00 Nos,7.50,22312.50,7450.00 Nos,8.12,60516.00,10600.00 Nos,7.30,77350.00,7650.00 Nos,7.51,57468.00,8200.00 Nos,7.21,59106.00,7050.00 Nos,7.41,52246.00,10762.00 Nos,7.00,75334.00,11453.00 Nos,7.30,83626.00,11400.00 Nos,7.00,79800.00,9930.00 Nos,7.41,73607.00,13040.00 Nos,7.00,91280.00,12290.00 Nos,7.13,87680.00,4200.00 Nos,7.00,29400.00,1300.00 Nos,7.47,9714.00,7700.00 Nos,7.00,53900.00,6350.00 Nos,7.11,45175.00,4200.00 Nos,7.00,29400.00,3755.00 Nos,7.07,26555.70,7300.00 Nos,7.00,51100.00,7300.00 Nos,7.14,52157.10,800.00 Nos,7.00,5600.00,1334.00 Nos,7.00,9338.00,9300.00 Nos,7.00,65100.00,8480.00 Nos,7.00,59360.00
"CORE 20""",9350.00 Nos,16.71,156240.00,17565.00 Nos,16.77,294493.50,13700.00 Nos,15.42,211230.00,10403.00 Nos,16.62,172929.21,13450.00 Nos,15.39,206996.00,12265.00 Nos,16.28,199724.75,26330.00 Nos,15.53,408945.60,22521.00 Nos,15.84,356823.03,6000.00 Nos,14.97,89810.00,7270.00 Nos,15.83,115114.60,13800.00 Nos,14.59,201295.00,13015.00 Nos,15.67,203961.10,8000.00 Nos,14.55,116430.00,5477.00 Nos,15.53,85054.55,10900.00 Nos,14.21,154939.50,9549.00 Nos,15.52,148175.56,8200.00 Nos,14.09,115534.00,10008.00 Nos,15.58,155967.92,11900.00 Nos,14.32,170406.00,15020.00 Nos,15.33,230209.70,7500.00 Nos,13.50,101250.00,6646.00 Nos,15.74,104608.04,25500.00 Nos,14.19,361890.00,26321.00 Nos,14.89,392018.18
"CORE 30""",4150.00 Nos,27.15,112687.50,6700.00 Nos,27.25,182564.00,3100.00 Nos,26.60,82453.00,2075.00 Nos,27.07,56160.75,5100.00 Nos,26.50,135135.00,5450.00 Nos,26.92,146740.50,4450.00 Nos,26.30,117017.00,4200.00 Nos,26.75,112329.00,4200.00 Nos,25.25,106038.00,5065.00 Nos,26.59,134684.70,3600.00 Nos,25.08,90279.00,3600.00 Nos,26.29,94656.00,3900.00 Nos,25.08,97806.00,3600.00 Nos,26.18,94237.75,6300.00 Nos,24.64,155241.00,6450.00 Nos,25.97,167526.00,6000.00 Nos,24.18,145080.00,4875.00 Nos,25.76,125580.75,2400.00 Nos,24.67,59202.00,2675.00 Nos,25.43,68034.00,1200.00 Nos,23.50,28200.00,775.00 Nos,26.15,20266.25,1800.00 Nos,24.47,44052.00,2600.00 Nos,25.57,66492.00
"CORE 40""",4000.00 Nos,36.00,144000.00,3425.00 Nos,36.26,124196.25,750.00 Nos,36.00,27000.00,1175.00 Nos,36.21,42546.75,3550.00 Nos,36.00,127800.00,3350.00 Nos,36.05,120754.50,4000.00 Nos,36.00,144000.00,4275.00 Nos,36.05,154114.50,2500.00 Nos,34.28,85695.00,1281.00 Nos,36.00,46121.98,3500.00 Nos,35.01,122540.00,4800.00 Nos,35.68,171259.50,2500.00 Nos,34.49,86220.00,2150.00 Nos,35.57,76468.00,4000.00 Nos,34.27,137070.00,3825.00 Nos,35.39,135348.75,2500.00 Nos,34.07,85170.00,2114.00 Nos,35.03,74044.54,,,,475.00 Nos,35.61,16914.75,,,,50.00 Nos,35.61,1780.50,250.00 Nos,33.00,8250.00,425.00 Nos,35.61,15134.25
"CP 1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 Nos,125.00,375.00,,,,,,
"CP 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00 Nos,64.49,967.40,14.00 Nos,108.74,1522.40,17.00 Nos,65.00,1105.00,17.00 Nos,229.41,3900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,65.00,130.00
"CP 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00 Nos,47.00,1410.00,1.00 Nos,47.00,47.00,,,
CP 4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 Nos,4150.00,12450.00,3.00 Nos,900.00,2700.00,2.00 Nos,4150.00,8300.00,2.00 Nos,4000.00,8000.00
"CP 8""",,,,,,,,,,,,,2.00 Nos,260.00,520.00,,,,,,,2.00 Nos,560.00,1120.00,,,,,,,,,,,,,2.00 Nos,285.00,570.00,2.00 Nos,400.00,800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP 8040,,,,,,,1.00 Nos,18500.00,18500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPA 2 4040,,,,,,,,,,,,,,,,,,,5.00 Nos,9120.00,45600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 Nos,9120.00,45600.00,,,,,,,,,,,,,,,,,,
CR050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00 Nos,33177.94,199067.64,6.00 Nos,33178.00,199068.00,,,,,,,,,,,,,48.00 Nos,33177.94,1592541.12,,,,30.00 Nos,34505.00,1035150.00,42.00 Nos,35616.43,1495890.00,,,,,,,,,,36.00 Nos,34500.00,1242000.00
CR 100,6.00 Nos,39744.00,238464.00,6.00 Nos,38587.00,231522.00,,,,,,,,,,,,,6.00 Nos,39744.20,238465.20,6.00 Nos,39745.00,238470.00,25.00 Nos,39744.20,993605.00,25.00 Nos,39745.00,993625.00,,,,,,,36.00 Nos,39744.20,1430791.20,36.00 Nos,39745.00,1430820.00,,,,,,,24.00 Nos,39744.19,953860.56,24.00 Nos,39745.00,953880.00,,,,,,,24.00 Nos,41333.95,992014.80,12.00 Nos,41334.00,496008.00,20.00 Nos,41334.00,826680.00,32.00 Nos,42173.75,1349560.00
CRP-1HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,2942.00,2942.00,,,
"CTO 10""",525.00 Nos,41.90,21998.25,55.00 Nos,65.42,3598.25,75.00 Nos,41.77,3132.75,195.00 Nos,69.91,13632.75,27.00 Nos,41.68,1125.42,87.00 Nos,78.45,6825.42,,,,,,,2.00 Nos,40.87,81.74,7.00 Nos,72.39,506.74,100.00 Nos,41.76,4176.00,170.00 Nos,66.92,11376.00,9.00 Nos,41.21,370.89,9.00 Nos,41.21,370.89,85.00 Nos,41.75,3548.75,153.00 Nos,76.63,11723.75,25.00 Nos,41.75,1043.75,45.00 Nos,112.08,5043.75,,,,52.00 Nos,64.42,3350.00,,,,,,,45.00 Nos,41.75,1878.75,92.00 Nos,54.91,5051.51
"CTO 20""",325.00 Nos,87.65,28485.50,77.00 Nos,89.68,6905.50,,,,5.00 Nos,220.00,1100.00,1.00 Nos,82.26,82.26,101.00 Nos,159.23,16082.26,,,,3.00 Nos,300.00,900.00,,,,1.00 Nos,210.00,210.00,,,,55.00 Nos,170.91,9400.00,,,,35.00 Nos,148.57,5200.00,28.00 Nos,86.48,2421.44,57.00 Nos,130.55,7441.44,25.00 Nos,86.48,2162.00,53.00 Nos,95.51,5062.00,25.00 Nos,86.48,2162.00,66.00 Nos,153.21,10112.00,,,,36.00 Nos,123.89,4460.00,63.00 Nos,85.74,5401.53,98.00 Nos,108.55,10638.16
"CTO BB 10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00 Nos,260.00,6240.00,24.00 Nos,400.00,9600.00,,,,,,,,,,,,,,,,,,,24.00 Nos,260.00,6240.00,24.00 Nos,400.00,9600.00,,,,,,,,,,,,
"CTO BB 20""",,,,,,,6.00 Nos,317.00,1902.00,1.00 Nos,500.00,500.00,,,,,,,,,,,,,2.00 Nos,317.00,634.00,4.00 Nos,533.50,2134.00,,,,2.00 Nos,625.00,1250.00,,,,,,,,,,,,,,,,,,,6.00 Nos,375.00,2250.00,6.00 Nos,600.00,3600.00,,,,,,,,,,1.00 Nos,346.00,346.00
DP - E Dose,,,,6.00 Nos,4000.00,24000.00,6.00 Nos,3400.00,20400.00,,,,,,,5.00 Nos,3600.00,18000.00,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,4200.00,4200.00,,,,,,,,,,,,,,,,,,,,,,,,,19.00 Nos,3400.00,64600.00,21.00 Nos,2061.32,43287.70
DP - ESD 604,35.00 Nos,1900.07,66502.45,171.00 Nos,2250.89,384902.45,3.00 Nos,2000.00,6000.00,148.00 Nos,2164.19,320300.00,6.00 Nos,1900.46,11402.76,211.00 Nos,2164.94,456802.76,12.00 Nos,1900.46,22805.52,125.00 Nos,2188.84,273605.52,5.00 Nos,1900.46,9502.30,141.00 Nos,2405.69,339202.30,710.00 Nos,1900.00,1349003.30,59.00 Nos,2523.78,148903.30,5.00 Nos,1900.24,9501.20,189.00 Nos,2084.13,393901.20,18.00 Nos,1989.12,35804.08,179.00 Nos,2248.91,402554.08,5.00 Nos,1900.24,9501.20,213.00 Nos,2449.30,521701.20,11.00 Nos,1900.24,20902.64,145.00 Nos,2220.71,322002.64,1007.00 Nos,1900.03,1913327.03,263.00 Nos,1951.81,513327.03,,,,91.00 Nos,2161.77,196721.30
DP - FSD 604,,,,,,,2.00 Nos,2177.27,4354.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,2200.00,2200.00,4.00 Nos,2154.27,8617.09
DP - KCS 633,1.00 Nos,4443.64,4443.64,1.00 Nos,4443.64,4443.64,,,,,,,4.00 Nos,5060.00,20240.00,4.00 Nos,5000.00,20000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,4500.00,4500.00,,,,,,,,,,,,,,,,,,,,,,,,
DS - ADP,,,,104.00 Nos,129.81,13500.00,11.00 Nos,109.46,1204.02,60.00 Nos,116.01,6960.50,200.00 Nos,100.00,20000.00,83.00 Nos,145.18,12050.00,2.00 Nos,100.98,201.96,59.00 Nos,139.02,8201.96,200.00 Nos,100.00,20000.00,76.00 Nos,134.87,10250.00,1.00 Nos,100.66,100.66,103.00 Nos,126.71,13050.66,200.00 Nos,100.00,20000.00,111.00 Nos,182.43,20250.00,,,,106.00 Nos,133.49,14150.00,200.00 Nos,100.00,20000.00,159.00 Nos,130.19,20700.00,200.00 Nos,100.00,20000.00,85.00 Nos,132.94,11300.00,5.00 Nos,100.33,501.65,13.00 Nos,177.05,2301.65,,,,78.00 Nos,131.45,10252.90
DS-H&L-14-4R,2.00 Nos,918.00,1836.00,2.00 Nos,918.00,1836.00,,,,5.00 Nos,1830.00,9150.00,,,,,,,,,,,,,,,,,,,36.00 Nos,918.00,33048.00,37.00 Nos,944.54,34948.00,,,,2.00 Nos,1500.00,3000.00,,,,2.00 Nos,1725.00,3450.00,12.00 Nos,918.00,11016.00,2.00 Nos,1850.00,3700.00,,,,12.00 Nos,918.00,11016.00,,,,,,,,,,2.00 Nos,1700.00,3400.00
DS - H&L-16-4R,51.00 Nos,945.00,48195.00,28.00 Nos,1004.29,28120.00,4.00 Nos,945.00,3780.00,10.00 Nos,1775.00,17750.00,,,,35.00 Nos,1128.43,39495.00,24.00 Nos,945.00,22680.00,25.00 Nos,1320.40,33010.00,12.00 Nos,945.00,11340.00,11.00 Nos,1160.91,12770.00,36.00 Nos,945.00,34020.00,41.00 Nos,1027.32,42120.00,14.00 Nos,945.00,13230.00,6.00 Nos,1381.67,8290.00,36.00 Nos,945.00,34020.00,59.00 Nos,1004.75,59280.00,57.00 Nos,945.00,53865.00,16.00 Nos,1561.88,24990.00,36.00 Nos,945.00,34020.00,65.00 Nos,1010.00,65650.00,14.00 Nos,945.00,13230.00,19.00 Nos,1049.47,19940.00,12.00 Nos,945.00,11340.00,8.00 Nos,1756.25,14050.00
DS - H&L-24-4R,50.00 Nos,999.00,49950.00,63.00 Nos,1248.32,78644.00,130.00 Nos,999.00,129870.00,62.00 Nos,1241.85,76995.00,8.00 Nos,999.00,7992.00,61.00 Nos,1283.57,78298.00,36.00 Nos,999.00,35964.00,42.00 Nos,1122.19,47132.00,24.00 Nos,999.00,23976.00,43.00 Nos,1295.26,55696.00,65.00 Nos,999.00,64935.00,38.00 Nos,1222.92,46471.00,24.00 Nos,999.00,23976.00,36.00 Nos,1046.28,37666.00,75.00 Nos,999.00,74925.00,76.00 Nos,1128.83,85791.00,84.00 Nos,999.00,83916.00,49.00 Nos,1091.96,53506.00,48.00 Nos,999.00,47952.00,74.00 Nos,1153.24,85340.00,14.00 Nos,999.00,13986.00,38.00 Nos,1169.05,44424.00,12.00 Nos,999.00,11988.00,20.00 Nos,1556.45,31129.00
DS - H&L-24-4R - W,,,,42.00 Nos,700.00,29400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 Nos,700.00,2100.00
DS - H&L-30-4R,50.00 Nos,1053.00,52650.00,26.00 Nos,1352.35,35161.00,32.00 Nos,1053.00,33696.00,27.00 Nos,1425.67,38493.00,,,,34.00 Nos,1339.88,45556.00,12.00 Nos,1053.00,12636.00,6.00 Nos,1385.33,8312.00,12.00 Nos,1053.00,12636.00,22.00 Nos,1540.82,33898.00,60.00 Nos,1053.00,63180.00,42.00 Nos,1169.24,49108.00,,,,8.00 Nos,1840.38,14723.00,35.00 Nos,1053.00,36855.00,39.00 Nos,1240.85,48393.00,48.00 Nos,1053.00,50544.00,23.00 Nos,1401.43,32233.00,12.00 Nos,1053.00,12636.00,28.00 Nos,1177.57,32972.00,2.00 Nos,1053.00,2106.00,23.00 Nos,1292.78,29734.00,22.00 Nos,1053.00,23166.00,15.00 Nos,1677.07,25156.00
DS - H&L-30-6FL,,,,,,,,,,,,,,,,,,,2.00 Nos,2695.00,5390.00,,,,,,,2.00 Nos,4950.00,9900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS - H&L-36-4R,27.00 Nos,1282.00,34614.00,21.00 Nos,1569.14,32952.00,40.00 Nos,1282.00,51280.00,42.00 Nos,1562.81,65638.00,24.00 Nos,1282.00,30768.00,19.00 Nos,1593.89,30284.00,,,,11.00 Nos,1502.73,16530.00,12.00 Nos,1282.00,15384.00,22.00 Nos,1755.45,38620.00,30.00 Nos,1282.00,38460.00,13.00 Nos,1363.54,17726.00,14.00 Nos,1282.00,17948.00,26.00 Nos,1407.15,36586.00,15.00 Nos,1282.00,19230.00,19.00 Nos,1490.32,28316.00,50.00 Nos,1282.00,64100.00,24.00 Nos,1397.50,33540.00,24.00 Nos,1282.00,30768.00,43.00 Nos,1438.42,61852.00,2.00 Nos,1282.00,2564.00,19.00 Nos,1462.21,27782.00,30.00 Nos,1282.00,38460.00,19.00 Nos,1687.16,32056.00
DS - H&L-36-6FL,2.00 Nos,2925.00,5850.00,2.00 Nos,6000.00,12000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,2925.00,2925.00,,,,,,,,,,,,,,,,,,,,,,,,
DS - H&L-42-6FL,5.00 Nos,6364.00,31820.00,1.00 Nos,6364.00,6364.00,17.00 Nos,6364.00,108188.00,12.00 Nos,8395.25,100743.00,8.00 Nos,6364.00,50912.00,9.00 Nos,8462.22,76160.00,1.00 Nos,6364.00,6364.00,3.00 Nos,8642.67,25928.00,6.00 Nos,6364.00,38184.00,4.00 Nos,8500.00,34000.00,1.00 Nos,6364.00,6364.00,3.00 Nos,9809.67,29429.00,6.00 Nos,6364.00,38184.00,8.00 Nos,8807.00,70456.00,14.00 Nos,6364.00,89096.00,15.00 Nos,8439.47,126592.00,4.00 Nos,6364.00,25456.00,1.00 Nos,8500.00,8500.00,14.00 Nos,6364.00,89096.00,11.00 Nos,8365.82,92024.00,2.00 Nos,6364.00,12728.00,13.00 Nos,8096.08,105249.00,4.00 Nos,6364.00,25456.00,5.00 Nos,9672.80,48364.00
DS - H&L-42-6FU,,,,,,,2.00 Nos,4600.00,9200.00,,,,,,,2.00 Nos,9518.00,19036.00,,,,,,,,,,,,,1.00 Nos,4600.00,4600.00,1.00 Nos,11500.00,11500.00,1.00 Nos,4600.00,4600.00,,,,2.00 Nos,4600.00,9200.00,1.00 Nos,8250.00,8250.00,,,,,,,2.00 Nos,4600.00,9200.00,4.00 Nos,9518.00,38072.00,2.00 Nos,4600.00,9200.00,2.00 Nos,8000.00,16000.00,,,,,,
DS - H&L-48-6FL,4.00 Nos,6492.00,25968.00,2.00 Nos,11500.00,23000.00,6.00 Nos,6492.00,38952.00,7.00 Nos,8576.14,60033.00,9.00 Nos,6492.00,58428.00,11.00 Nos,8724.36,95968.00,12.00 Nos,6492.00,77904.00,11.00 Nos,7448.73,81936.00,14.00 Nos,6492.00,90888.00,11.00 Nos,9004.45,99049.00,,,,5.00 Nos,8496.80,42484.00,8.00 Nos,6492.00,51936.00,1.00 Nos,12500.00,12500.00,13.00 Nos,6492.00,84396.00,12.00 Nos,8964.50,107574.00,10.00 Nos,6492.00,64920.00,9.00 Nos,7990.00,71910.00,18.00 Nos,6492.00,116856.00,21.00 Nos,6921.33,145348.00,,,,8.00 Nos,6492.00,51936.00,4.00 Nos,6492.00,25968.00,2.00 Nos,10150.00,20300.00
DS - H&L-48-6FU,,,,,,,1.00 Nos,4664.00,4664.00,,,,1.00 Nos,4664.00,4664.00,1.00 Nos,8000.00,8000.00,,,,1.00 Nos,7350.00,7350.00,,,,,,,,,,,,,,,,,,,1.00 Nos,4664.00,4664.00,,,,,,,,,,,,,1.00 Nos,8500.00,8500.00,,,,,,,,,,,,
DS - H&L-63-6FL,,,,,,,,,,,,,3.00 Nos,6932.00,20796.00,3.00 Nos,13800.00,41400.00,2.00 Nos,6932.00,13864.00,2.00 Nos,6932.00,13864.00,1.00 Nos,6932.00,6932.00,,,,6.00 Nos,6932.00,41592.00,7.00 Nos,7484.57,52392.00,1.00 Nos,6932.00,6932.00,,,,,,,1.00 Nos,6932.00,6932.00,3.00 Nos,6932.00,20796.00,,,,,,,3.00 Nos,6932.00,20796.00,,,,,,,1.00 Nos,6932.00,6932.00,1.00 Nos,12200.00,12200.00
DS - H&L-63-6FU,,,,,,,,,,1.00 Nos,9500.00,9500.00,3.00 Nos,4800.00,14400.00,3.00 Nos,9600.00,28800.00,2.00 Nos,4800.00,9600.00,2.00 Nos,4800.00,9600.00,1.00 Nos,4800.00,4800.00,,,,,,,1.00 Nos,9556.00,9556.00,1.00 Nos,4800.00,4800.00,,,,,,,1.00 Nos,4800.00,4800.00,3.00 Nos,4800.00,14400.00,,,,,,,3.00 Nos,4800.00,14400.00,,,,,,,1.00 Nos,4800.00,4800.00,1.00 Nos,10800.00,10800.00
DSPN 803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 Nos,4500.00,9000.00
"DS TS 4""",272.00 Nos,381.94,103888.29,344.00 Nos,409.27,140790.29,362.00 Nos,382.00,138284.00,214.00 Nos,472.14,101037.00,28.00 Nos,386.15,10812.16,301.00 Nos,417.47,125658.16,180.00 Nos,382.00,68760.00,178.00 Nos,408.58,72727.00,248.00 Nos,382.97,94976.00,146.00 Nos,471.58,68850.00,121.00 Nos,381.26,46132.00,85.00 Nos,505.85,42997.00,134.00 Nos,382.01,51189.26,139.00 Nos,433.43,60246.26,177.00 Nos,382.00,67614.24,141.00 Nos,438.92,61888.24,324.00 Nos,382.00,123768.00,265.00 Nos,425.71,112812.00,169.00 Nos,381.73,64512.00,293.00 Nos,407.84,119498.00,256.00 Nos,382.00,97792.64,353.00 Nos,404.92,142936.64,241.00 Nos,382.00,92062.03,144.00 Nos,510.10,73454.00
"DS-TS 4"" W",2.00 Nos,244.24,488.48,122.00 Nos,299.09,36488.48,300.00 Nos,300.00,90000.00,,,,,,,300.00 Nos,300.00,90000.00,,,,,,,,,,,,,300.00 Nos,300.00,90000.00,60.00 Nos,300.00,18000.00,,,,202.00 Nos,301.98,61000.00,120.00 Nos,300.00,36000.00,120.00 Nos,300.00,36000.00,200.00 Nos,300.00,60000.00,,,,,,,,,,,,,,,,4.00 Nos,299.89,1199.56,200.00 Nos,300.00,60000.00
"DS-TS 6""F -R2",,,,2.00 Nos,2500.00,5000.00,,,,,,,,,,,,,2.00 Nos,1395.00,2790.00,,,,,,,2.00 Nos,2495.00,4990.00,,,,,,,,,,,,,,,,1.00 Nos,1395.00,1395.00,,,,,,,,,,,,,,,,,,,,,,1.00 Nos,4500.00,4500.00
"DS-TS 6""F - R3",12.00 Nos,2610.00,31320.00,7.00 Nos,3150.00,22050.00,18.00 Nos,2610.00,46980.00,23.00 Nos,3393.91,78060.00,24.00 Nos,2610.00,62640.00,21.00 Nos,3163.33,66430.00,14.00 Nos,2610.00,36540.00,11.00 Nos,3125.45,34380.00,12.00 Nos,2610.00,31320.00,20.00 Nos,3815.75,76315.00,21.00 Nos,2609.97,54809.45,15.00 Nos,3232.96,48494.45,14.00 Nos,2610.00,36540.00,5.00 Nos,4840.00,24200.00,24.00 Nos,2610.00,62640.00,27.00 Nos,3380.74,91280.00,6.00 Nos,2610.00,15660.00,9.00 Nos,3482.22,31340.00,28.00 Nos,2516.79,70470.00,28.00 Nos,2953.57,82700.00,10.00 Nos,2610.00,26100.00,16.00 Nos,2759.69,44155.00,10.00 Nos,2610.00,26100.00,12.00 Nos,3189.14,38269.71
DS-VB,300.00 Nos,160.00,48000.00,62.00 Nos,308.77,19144.00,2.00 Nos,239.75,479.50,131.00 Nos,282.79,37046.00,,,,72.00 Nos,422.97,30454.00,,,,72.00 Nos,328.47,23650.00,1.00 Nos,163.97,163.97,22.00 Nos,512.00,11263.97,212.00 Nos,160.22,33967.64,30.00 Nos,415.59,12467.64,9.00 Nos,162.62,1463.58,142.00 Nos,255.91,36338.58,,,,64.00 Nos,370.00,23680.00,300.00 Nos,160.00,48000.00,75.00 Nos,331.80,24885.00,,,,13.00 Nos,573.08,7450.00,,,,45.00 Nos,545.11,24530.00,2.00 Nos,161.73,323.46,68.00 Nos,272.25,18512.96
